order-id,customer-name,customer-email,order-date,product-category,price,quantity,total-value,status,city
e60efb4f-0343-46cf-9238-688716291ae4,Ashley Newman,connor65@example.net,2025-07-04,Electronics,1961.88,2,3923.76,Cancelled,Cortezfurt
46473827-0952-4c0d-bfa3-d72bb9d709e3,Vincent Poole,jcollins@example.com,2025-07-02,Grocery,79.27,3,237.81,Delivered,Port Erin
94d85a6c-575e-4cb3-b450-48932a74dbd4,Megan Scott,martincharles@example.net,2025-08-17,Clothing,282.87,4,1131.48,Returned,Jessicafurt
1c6a3452-548e-4236-a096-af5b09db24ab,Jenna Cross,beth39@example.org,2025-12-18,Decorative,704.05,5,3520.25,Delivered,East Toddside
5d5c0cce-2d11-47de-82b2-cdc87c198a1e,Isaac Johnson,jzamora@example.com,2025-10-07,Clothing,128.52,2,257.04,Delivered,Murphyberg
74ced32b-77ba-4039-91f4-7019e4481a26,Joyce Johnson,parkerbrandon@example.net,2025-08-15,Decorative,949.08,1,949.08,On-way,Lopeztown
757817d3-57a5-43e4-92cf-cbf3fb77df08,Robin Brown,anitabell@example.net,2025-11-24,Grocery,10.86,3,32.58,On-way,West Margaretville
ec5ff237-0bf1-44ee-bfad-ef8023d308a2,Gary Ray,jeffersonangela@example.net,2025-04-25,Decorative,252.87,3,758.61,Cancelled,Kellyhaven
73d24c45-9c99-4666-8042-c4d2081f0665,James Barnes,ryan93@example.org,2025-06-04,Clothing,132.34,2,264.68,Cancelled,Juliemouth
c03e3403-1970-46b5-90fd-40d3cbadba01,Robert Walker,kimberlyrice@example.org,2025-02-20,Clothing,224.35,1,224.35,Delivered,North Jeffrey
a5447c8f-5364-4446-b487-eeb7fdca7f82,Troy Holland,jason29@example.net,2026-01-01,Grocery,74.95,1,74.95,Delivered,Jonesburgh
8d649acc-5635-4e3d-8655-e5a1b7ad73e0,Matthew Reynolds,qrobinson@example.net,2025-06-27,Electronics,1015.96,1,1015.96,Delivered,Port Whitneybury
823c6026-7ff7-4d5d-95a4-21345d301bae,Raymond Mosley,margaretsloan@example.org,2025-03-18,Clothing,88.37,1,88.37,Cancelled,Davidberg
cff10858-a717-4b63-bc27-992a55fe9aed,Andrea Hernandez,bhale@example.net,2025-09-12,Clothing,266.21,3,798.6299999999999,Cancelled,West Makayla
